1,5,1,0,5,0
1,1,5,9,9,0
3,4,4,0,6,1
1,2,5,9,7,0
1,2,2,8,8,0
1,5,2,7,5,0
2,3,3,8,4,0
1,2,5,6,8,0
1,5,3,5,5,0
3,4,5,7,0,0
1,1,2,8,7,0
3,4,4,7,6,5
3,5,3,3,5,3
5,5,4,0,0,0
1,5,4,6,3,0
2,3,5,5,0,0
2,5,4,0,5,5
3,1,1,7,5,3
3,3,3,4,7,6
1,4,2,2,6,5
3,4,4,7,2,5
4,5,1,6,5,9
1,2,2,5,3,0
3,5,3,4,0,5
1,5,4,3,5,6
5,5,1,5,0,9
2,5,5,0,0,4
5,5,1,0,0,9
2,5,1,0,5,9
