3,1,4,7,0,0
4,4,1,0,0,0
1,3,4,9,7,0
3,5,3,6,5,0
1,3,5,9,2,0
2,5,2,7,5,3
1,1,4,9,6,0
1,1,4,9,5,0
4,5,4,0,5,0
1,3,5,5,7,0
1,4,5,4,6,0
1,4,2,9,5,4
3,4,4,6,1,0
1,1,4,5,6,0
1,3,2,6,7,3
1,5,3,9,5,6
2,4,4,7,6,5
1,3,3,6,7,5
2,4,3,4,6,5
1,5,5,5,1,0
2,5,3,0,5,4
2,3,2,5,7,8
4,5,4,0,0,1
2,4,4,2,6,4
5,5,2,0,5,8
1,3,5,4,2,0
2,5,4,8,0,5
3,4,4,5,2,5
2,4,1,7,6,9
1,2,3,4,0,0
2,1,5,5,0,0
2,5,5,0,0,5
4,5,1,6,1,9
3,1,4,5,0,5
3,4,5,2,0,5
